,player_A,player_B,winner,loser
48153,5,2,2,5
48154,7,0,0,7
48155,0,7,0,7
48156,7,1,1,7
48157,0,4,4,0
48158,7,1,1,7
48159,7,3,7,3
48160,4,6,4,6
48161,3,1,1,3
48162,0,2,0,2
48163,3,6,6,3
48164,1,7,1,7
48165,1,6,1,6
48166,2,5,5,2
48167,5,3,3,5
48168,5,2,5,2
48169,7,2,7,2
48170,0,3,3,0
48171,3,7,3,7
48172,5,1,5,1
48173,3,2,2,3
48174,6,1,1,6
48175,2,0,0,2
48176,6,1,6,1
48177,0,2,2,0
48178,6,5,5,6
48179,3,7,3,7
48180,3,4,4,3
48181,1,4,4,1
48182,7,5,5,7
48183,1,5,5,1
48184,7,1,1,7
48185,5,6,5,6
48186,5,1,5,1
48187,0,3,0,3
48188,7,0,7,0
48189,1,2,1,2
48190,2,5,2,5
48191,6,3,3,6
48192,5,1,5,1
48193,6,0,6,0
48194,5,1,5,1
48195,7,2,2,7
48196,1,7,1,7
48197,0,2,0,2
48198,6,7,7,6
48199,2,5,5,2
48200,5,2,5,2
48201,5,4,5,4
48202,5,7,5,7
48203,1,0,1,0
48204,5,1,5,1
48205,5,3,3,5
48206,4,1,4,1
48207,0,2,2,0
48208,2,7,2,7
48209,5,4,4,5
48210,3,2,2,3
48211,4,7,4,7
48212,5,1,5,1
48213,6,1,1,6
48214,2,7,7,2
48215,4,1,1,4
48216,1,0,0,1
48217,3,1,1,3
48218,0,1,1,0
48219,7,3,7,3
48220,0,5,5,0
48221,3,2,3,2
48222,4,7,4,7
48223,2,4,4,2
48224,3,0,0,3
48225,4,1,4,1
48226,2,4,4,2
48227,5,2,5,2
48228,0,7,7,0
48229,7,0,0,7
48230,5,7,7,5
48231,5,7,5,7
48232,3,4,4,3
48233,2,3,3,2
48234,0,6,0,6
48235,4,0,4,0
48236,1,6,6,1
48237,6,4,4,6
48238,0,7,0,7
48239,7,0,0,7
48240,3,7,3,7
48241,2,3,3,2
48242,4,3,4,3
48243,7,0,0,7
48244,1,3,1,3
48245,4,1,1,4
48246,4,0,4,0
48247,5,4,4,5
48248,7,5,5,7
48249,5,6,5,6
48250,1,3,1,3
48251,1,7,1,7
48252,5,6,5,6
48253,3,1,3,1
48254,4,0,4,0
48255,6,0,0,6
48256,3,1,1,3
48257,4,1,4,1
48258,4,1,4,1
48259,5,0,5,0
48260,6,1,1,6
48261,4,0,4,0
48262,1,3,1,3
48263,4,5,5,4
48264,0,5,5,0
48265,5,0,0,5
48266,3,7,7,3
48267,0,2,2,0
48268,0,3,3,0
48269,3,2,2,3
48270,7,1,7,1
48271,6,3,3,6
48272,2,5,5,2
48273,4,1,4,1
48274,6,2,6,2
48275,5,6,5,6
48276,4,3,3,4
48277,3,0,0,3
48278,2,7,2,7
48279,5,0,5,0
48280,5,6,6,5
48281,1,5,5,1
48282,1,7,1,7
48283,1,6,1,6
48284,0,4,4,0
48285,3,2,2,3
48286,6,2,6,2
48287,3,1,1,3
48288,4,0,4,0
48289,4,5,5,4
48290,6,1,1,6
48291,2,1,1,2
48292,6,2,2,6
48293,1,7,7,1
48294,3,0,0,3
48295,0,7,0,7
48296,6,5,5,6
48297,2,7,2,7
48298,4,0,4,0
48299,6,1,6,1
48300,7,3,7,3
48301,4,5,4,5
48302,0,2,0,2
48303,6,0,0,6
48304,6,4,4,6
48305,1,6,1,6
48306,4,7,4,7
48307,1,2,2,1
48308,2,6,2,6
48309,5,7,7,5
48310,0,1,0,1
48311,5,1,1,5
48312,2,6,2,6
48313,0,1,1,0
48314,2,7,7,2
48315,2,7,2,7
48316,6,3,3,6
48317,2,0,0,2
48318,2,3,3,2
48319,6,2,6,2
48320,0,6,0,6
48321,3,7,3,7
48322,7,5,5,7
48323,5,3,5,3
48324,5,7,5,7
48325,3,0,0,3
48326,3,6,3,6
48327,1,5,1,5
48328,6,4,6,4
48329,5,2,5,2
48330,6,7,7,6
48331,4,0,4,0
48332,0,3,0,3
48333,6,1,6,1
48334,2,5,5,2
48335,7,4,4,7
48336,7,4,4,7
48337,3,1,1,3
48338,2,7,2,7
48339,2,5,5,2
48340,6,0,0,6
48341,5,7,5,7
48342,2,7,2,7
48343,1,4,4,1
48344,1,2,1,2
48345,6,5,5,6
48346,4,7,4,7
48347,2,1,1,2
48348,2,3,3,2
48349,2,0,0,2
48350,0,2,0,2
48351,4,3,3,4
48352,5,4,4,5
48353,4,2,2,4
48354,0,1,0,1
48355,2,1,2,1
48356,4,5,4,5
48357,0,5,5,0
48358,7,1,7,1
48359,0,5,5,0
48360,2,7,2,7
48361,0,6,6,0
48362,0,1,1,0
48363,0,6,6,0
48364,7,1,1,7
48365,2,7,2,7
48366,3,0,3,0
48367,6,7,6,7
48368,6,5,6,5
48369,5,0,5,0
48370,0,6,0,6
48371,4,3,4,3
48372,5,1,1,5
48373,4,5,5,4
48374,6,5,5,6
48375,5,3,5,3
48376,4,6,6,4
48377,3,7,3,7
48378,5,3,5,3
48379,6,4,4,6
48380,3,6,6,3
48381,2,1,1,2
48382,0,5,5,0
48383,7,0,0,7
48384,7,1,1,7
48385,4,2,4,2
48386,0,6,0,6
48387,3,2,2,3
48388,3,1,1,3
48389,6,7,7,6
48390,2,1,2,1
48391,0,7,0,7
48392,4,5,4,5
48393,7,1,1,7
48394,4,7,4,7
48395,7,0,0,7
48396,2,0,2,0
48397,3,4,4,3
48398,4,1,4,1
48399,4,1,4,1
48400,0,2,0,2
48401,0,4,0,4
48402,0,6,0,6
48403,3,7,7,3
48404,5,1,1,5
48405,0,7,0,7
48406,6,0,0,6
48407,0,7,0,7
48408,0,2,0,2
48409,0,6,0,6
48410,1,5,5,1
48411,0,2,2,0
48412,3,6,6,3
48413,2,7,2,7
48414,2,0,0,2
48415,2,0,2,0
48416,4,3,4,3
48417,1,4,4,1
48418,0,2,0,2
48419,1,0,0,1
48420,6,5,5,6
48421,4,5,4,5
48422,4,2,4,2
48423,0,7,7,0
48424,5,2,5,2
48425,5,3,5,3
48426,2,6,2,6
48427,7,4,4,7
48428,7,3,7,3
48429,1,5,5,1
48430,5,3,5,3
48431,6,5,5,6
48432,2,1,1,2
48433,0,4,4,0
48434,5,3,3,5
48435,5,4,4,5
48436,3,4,4,3
48437,0,3,0,3
48438,2,6,2,6
48439,6,5,6,5
48440,1,2,2,1
48441,2,1,1,2
48442,0,3,0,3
48443,1,4,4,1
48444,4,3,4,3
48445,0,2,0,2
48446,2,5,5,2
48447,0,3,0,3
48448,4,0,4,0
48449,2,6,6,2
48450,7,2,2,7
48451,1,0,1,0
48452,4,5,4,5
48453,1,0,1,0
48454,3,7,3,7
48455,5,0,0,5
48456,3,4,4,3
48457,0,7,7,0
48458,7,3,3,7
48459,5,6,5,6
48460,2,6,2,6
48461,7,0,7,0
48462,0,2,2,0
48463,7,4,4,7
48464,3,7,3,7
48465,2,7,2,7
48466,3,7,3,7
48467,1,6,1,6
48468,0,1,0,1
48469,7,1,7,1
48470,5,0,5,0
48471,4,2,4,2
48472,5,6,5,6
48473,2,6,2,6
48474,1,6,1,6
48475,4,6,4,6
48476,3,2,2,3
48477,2,7,2,7
48478,3,0,0,3
48479,2,1,2,1
48480,0,7,0,7
48481,0,4,4,0
48482,2,6,2,6
48483,2,3,2,3
48484,6,3,6,3
48485,0,3,0,3
48486,7,1,1,7
48487,1,6,1,6
48488,6,1,1,6
48489,3,4,4,3
48490,0,2,0,2
48491,5,4,5,4
48492,6,3,3,6
48493,4,7,4,7
48494,5,7,5,7
48495,4,6,4,6
48496,2,3,3,2
48497,7,1,7,1
48498,4,1,4,1
48499,6,1,1,6
48500,3,0,0,3
48501,0,7,0,7
48502,4,6,4,6
48503,1,4,4,1
48504,6,0,6,0
48505,5,4,4,5
48506,7,0,0,7
48507,7,5,5,7
48508,0,4,0,4
48509,5,7,5,7
48510,3,2,2,3
48511,7,3,7,3
48512,3,1,1,3
48513,3,4,4,3
48514,7,1,1,7
48515,0,5,5,0
48516,7,3,3,7
48517,1,4,4,1
48518,2,0,2,0
48519,7,4,4,7
48520,5,1,1,5
48521,4,5,4,5
48522,7,2,7,2
48523,7,2,2,7
48524,5,1,5,1
48525,5,0,5,0
48526,7,4,4,7
48527,3,2,2,3
48528,7,6,7,6
48529,0,3,0,3
48530,5,7,5,7
48531,4,2,2,4
48532,4,0,4,0
48533,4,5,5,4
48534,7,2,2,7
48535,3,0,3,0
48536,0,1,0,1
48537,0,7,7,0
48538,4,1,4,1
48539,3,5,5,3
48540,5,2,5,2
48541,1,3,1,3
48542,3,4,4,3
48543,2,3,2,3
48544,3,4,4,3
48545,7,5,5,7
48546,6,7,6,7
48547,1,4,4,1
48548,1,6,6,1
48549,5,6,6,5
48550,4,6,4,6
48551,1,6,1,6
48552,7,4,4,7
48553,6,7,6,7
48554,0,1,0,1
48555,4,3,4,3
48556,3,2,3,2
48557,3,1,1,3
48558,6,0,0,6
48559,5,1,5,1
48560,2,4,2,4
48561,0,1,0,1
48562,7,0,7,0
48563,1,6,1,6
48564,7,5,5,7
48565,4,7,4,7
48566,0,4,4,0
48567,1,5,5,1
48568,5,1,5,1
48569,3,0,0,3
48570,2,1,1,2
48571,3,0,0,3
48572,4,5,4,5
48573,5,7,7,5
48574,0,6,0,6
48575,4,0,4,0
48576,4,6,6,4
48577,7,6,6,7
48578,3,5,5,3
48579,1,4,4,1
48580,1,4,4,1
48581,1,3,1,3
48582,3,1,1,3
48583,3,4,4,3
48584,0,7,0,7
48585,0,1,0,1
48586,5,7,7,5
48587,2,6,2,6
48588,1,2,1,2
48589,3,2,3,2
48590,4,5,4,5
48591,4,1,1,4
48592,2,0,2,0
48593,1,5,5,1
48594,4,7,4,7
48595,2,6,2,6
48596,2,7,2,7
48597,3,7,7,3
48598,3,0,0,3
48599,4,2,4,2
48600,7,2,7,2
48601,7,2,7,2
48602,1,5,5,1
48603,3,2,3,2
48604,6,4,4,6
48605,6,0,6,0
48606,4,5,4,5
48607,1,0,0,1
48608,6,3,6,3
48609,4,6,6,4
48610,0,3,0,3
48611,6,3,6,3
48612,3,4,4,3
48613,5,4,5,4
48614,4,1,4,1
48615,4,3,4,3
48616,7,6,6,7
48617,0,2,0,2
48618,5,0,0,5
48619,2,5,5,2
48620,5,6,6,5
48621,3,7,7,3
48622,5,2,5,2
48623,7,0,0,7
48624,0,1,0,1
48625,0,2,2,0
48626,7,3,7,3
48627,6,4,4,6
48628,7,1,1,7
48629,6,1,1,6
48630,5,1,5,1
48631,1,0,1,0
48632,7,2,7,2
48633,6,7,6,7
48634,0,1,1,0
48635,2,5,2,5
48636,5,6,5,6
48637,3,7,7,3
48638,5,1,5,1
48639,7,2,2,7
48640,0,5,5,0
48641,6,0,0,6
48642,1,5,5,1
48643,6,1,6,1
48644,2,7,7,2
48645,2,6,6,2
48646,7,5,5,7
48647,3,0,0,3
48648,5,1,1,5
48649,5,4,4,5
48650,4,7,4,7
48651,7,6,6,7
48652,0,7,0,7
48653,2,0,0,2
48654,1,3,1,3
48655,7,0,0,7
48656,4,6,4,6
48657,4,5,4,5
48658,6,5,5,6
48659,7,2,2,7
48660,7,6,6,7
48661,7,0,0,7
48662,7,1,1,7
48663,5,3,5,3
48664,1,7,7,1
48665,3,2,3,2
48666,0,6,0,6
48667,7,5,5,7
48668,6,0,0,6
48669,1,3,3,1
48670,7,5,5,7
48671,7,1,1,7
48672,1,6,1,6
48673,2,0,2,0
48674,6,1,6,1
48675,2,1,1,2
48676,6,4,4,6
48677,1,5,1,5
48678,7,3,7,3
48679,5,0,0,5
48680,2,6,2,6
48681,6,2,2,6
48682,1,3,1,3
48683,2,7,2,7
48684,4,5,4,5
48685,4,3,3,4
48686,6,3,6,3
48687,1,4,4,1
48688,4,0,4,0
48689,0,1,0,1
48690,1,2,1,2
48691,7,0,0,7
48692,1,7,1,7
48693,3,0,0,3
48694,6,5,6,5
48695,4,7,4,7
48696,1,7,7,1
48697,0,5,5,0
48698,5,2,5,2
48699,5,4,5,4
48700,0,1,1,0
48701,0,3,0,3
48702,2,4,4,2
48703,3,0,0,3
48704,6,1,1,6
48705,4,3,3,4
48706,0,7,0,7
48707,4,1,4,1
48708,6,4,4,6
48709,1,4,4,1
48710,5,4,5,4
48711,5,2,2,5
48712,0,7,0,7
48713,5,3,5,3
48714,4,6,4,6
48715,0,4,4,0
48716,5,3,3,5
48717,1,5,1,5
48718,4,6,4,6
48719,0,7,0,7
48720,3,5,5,3
48721,6,1,6,1
48722,4,5,4,5
48723,5,3,5,3
48724,4,1,4,1
48725,5,3,5,3
48726,5,0,0,5
48727,2,5,5,2
48728,2,6,6,2
48729,5,4,4,5
48730,0,6,0,6
48731,3,1,1,3
48732,0,4,4,0
48733,2,0,2,0
48734,5,7,7,5
48735,7,6,6,7
48736,2,0,0,2
48737,4,6,4,6
48738,4,1,4,1
48739,5,2,5,2
48740,1,7,7,1
48741,4,5,4,5
48742,6,3,6,3
48743,5,4,5,4
48744,4,1,4,1
48745,1,7,1,7
48746,6,2,6,2
48747,7,3,3,7
48748,0,6,0,6
48749,2,6,2,6
48750,3,1,1,3
48751,2,1,2,1
48752,2,6,2,6
48753,0,5,5,0
48754,6,7,7,6
48755,6,5,6,5
48756,5,7,7,5
48757,3,4,4,3
48758,7,3,3,7
48759,3,4,4,3
48760,5,2,2,5
48761,4,3,4,3
48762,6,7,6,7
48763,7,4,4,7
48764,5,6,5,6
48765,3,5,5,3
48766,0,7,0,7
48767,5,1,1,5
48768,5,2,5,2
48769,7,4,4,7
48770,1,7,1,7
48771,6,7,6,7
48772,0,6,0,6
48773,3,6,6,3
48774,2,0,2,0
48775,1,0,0,1
48776,4,3,4,3
48777,1,5,5,1
48778,3,7,7,3
48779,7,0,0,7
48780,4,0,4,0
48781,1,7,1,7
48782,5,7,5,7
48783,5,1,5,1
48784,3,1,1,3
48785,0,3,3,0
48786,1,3,1,3
48787,4,6,4,6
48788,0,4,4,0
48789,1,5,5,1
48790,7,2,2,7
48791,2,7,2,7
48792,5,3,5,3
48793,4,2,2,4
48794,0,4,4,0
48795,0,7,7,0
48796,6,5,5,6
48797,0,4,4,0
48798,1,3,1,3
48799,5,7,5,7
48800,6,2,6,2
48801,2,6,2,6
48802,1,3,1,3
48803,0,1,1,0
48804,4,7,4,7
48805,0,6,6,0
48806,3,1,1,3
48807,6,1,6,1
48808,2,7,7,2
48809,6,0,0,6
48810,1,7,1,7
48811,6,0,6,0
48812,2,0,2,0
48813,4,2,4,2
48814,5,2,5,2
48815,2,1,1,2
48816,3,4,4,3
48817,5,1,1,5
48818,0,6,0,6
48819,7,3,7,3
48820,3,0,3,0
48821,3,1,1,3
48822,5,6,6,5
48823,7,3,7,3
48824,5,6,6,5
48825,5,4,5,4
48826,7,4,4,7
48827,1,7,7,1
48828,3,2,2,3
48829,6,1,1,6
48830,3,2,2,3
48831,6,3,3,6
48832,2,7,2,7
48833,1,3,1,3
48834,6,3,6,3
48835,3,0,0,3
48836,3,1,1,3
48837,2,7,2,7
48838,2,6,2,6
48839,0,2,0,2
48840,3,2,3,2
48841,1,2,2,1
48842,2,3,3,2
48843,2,7,7,2
48844,5,6,5,6
48845,5,2,2,5
48846,3,5,5,3
48847,5,2,2,5
48848,3,5,5,3
48849,7,3,7,3
48850,2,0,0,2
48851,6,5,5,6
48852,6,3,3,6
48853,2,3,2,3
48854,5,6,5,6
48855,1,3,3,1
48856,7,2,2,7
48857,0,7,0,7
48858,1,4,4,1
48859,0,5,5,0
48860,6,5,5,6
48861,4,5,5,4
48862,3,6,6,3
48863,4,5,5,4
48864,7,1,1,7
48865,3,4,4,3
48866,4,7,4,7
48867,3,1,1,3
48868,5,1,5,1
48869,6,3,6,3
48870,1,0,1,0
48871,6,7,7,6
48872,3,0,0,3
48873,6,7,6,7
48874,6,3,6,3
48875,4,0,4,0
48876,0,4,0,4
48877,5,4,4,5
48878,1,0,1,0
48879,4,5,5,4
48880,7,3,3,7
48881,5,3,3,5
48882,0,7,0,7
48883,4,3,4,3
48884,2,7,2,7
48885,3,5,5,3
48886,3,5,5,3
48887,2,0,2,0
48888,1,0,0,1
48889,6,4,4,6
48890,4,1,1,4
48891,1,6,1,6
48892,4,2,4,2
48893,5,2,5,2
48894,5,1,5,1
48895,4,5,4,5
48896,2,6,2,6
48897,7,6,7,6
48898,5,3,5,3
48899,5,3,3,5
48900,4,1,4,1
48901,0,4,4,0
48902,2,5,5,2
48903,7,4,4,7
48904,7,0,0,7
48905,4,2,4,2
48906,6,7,7,6
48907,7,6,6,7
48908,5,0,5,0
48909,3,1,3,1
48910,2,7,2,7
48911,4,6,4,6
48912,6,2,6,2
48913,7,4,4,7
48914,4,5,4,5
48915,2,3,2,3
48916,3,7,7,3
48917,7,2,2,7
48918,2,7,2,7
48919,4,7,4,7
48920,0,5,5,0
48921,4,5,4,5
48922,3,0,3,0
48923,4,3,4,3
48924,5,7,5,7
48925,6,5,5,6
48926,5,6,5,6
48927,7,0,0,7
48928,3,5,5,3
48929,7,4,4,7
48930,3,5,5,3
48931,4,7,4,7
48932,6,2,2,6
48933,2,0,0,2
48934,2,1,1,2
48935,4,6,4,6
48936,5,4,4,5
48937,5,2,5,2
48938,7,5,5,7
48939,3,1,1,3
48940,5,4,4,5
48941,2,0,2,0
48942,1,4,1,4
48943,2,7,7,2
48944,2,5,5,2
48945,7,6,6,7
48946,6,5,5,6
48947,1,0,1,0
48948,4,0,4,0
48949,3,1,3,1
48950,3,0,3,0
48951,2,4,4,2
48952,1,2,2,1
48953,0,1,1,0
48954,4,5,4,5
48955,1,4,4,1
48956,4,5,4,5
48957,2,6,6,2
48958,4,3,4,3
48959,4,7,4,7
48960,4,5,4,5
48961,2,0,0,2
48962,4,2,4,2
48963,7,0,7,0
48964,6,7,6,7
48965,7,1,1,7
48966,0,2,2,0
48967,4,5,4,5
48968,3,2,2,3
48969,0,5,5,0
48970,1,7,1,7
48971,4,3,4,3
48972,7,6,7,6
48973,6,1,1,6
48974,4,0,4,0
48975,4,2,4,2
48976,3,6,3,6
48977,5,1,1,5
48978,3,0,0,3
48979,4,5,5,4
48980,5,0,0,5
48981,1,2,1,2
48982,0,2,0,2
48983,3,5,3,5
48984,2,0,2,0
48985,3,5,5,3
48986,7,3,7,3
48987,5,2,5,2
48988,2,4,4,2
48989,5,0,5,0
48990,6,3,6,3
48991,2,6,2,6
48992,7,4,4,7
48993,5,4,4,5
48994,7,4,7,4
48995,0,7,7,0
48996,7,2,7,2
48997,7,3,7,3
48998,4,3,4,3
48999,3,5,5,3
49000,0,5,5,0
49001,4,5,5,4
49002,4,1,1,4
49003,2,3,3,2
49004,4,7,4,7
49005,0,2,2,0
49006,5,0,5,0
49007,6,7,6,7
49008,4,2,4,2
49009,3,7,3,7
49010,7,4,4,7
49011,3,1,1,3
49012,3,4,4,3
49013,4,6,4,6
49014,6,2,6,2
49015,2,1,2,1
49016,2,6,2,6
49017,7,4,4,7
49018,4,5,4,5
49019,6,0,6,0
49020,0,7,0,7
49021,4,2,4,2
49022,7,6,7,6
49023,0,2,0,2
49024,4,1,4,1
49025,2,0,0,2
49026,4,6,4,6
49027,6,2,6,2
49028,6,5,6,5
49029,7,2,7,2
49030,5,7,5,7
49031,0,6,0,6
49032,6,4,4,6
49033,4,3,4,3
49034,1,0,1,0
49035,4,2,4,2
49036,7,3,7,3
49037,3,4,3,4
49038,6,5,5,6
49039,1,5,5,1
49040,2,4,4,2
49041,6,0,0,6
49042,3,7,7,3
49043,4,6,4,6
49044,6,1,1,6
49045,6,7,7,6
49046,6,5,5,6
49047,3,5,3,5
49048,0,4,4,0
49049,6,3,6,3
49050,7,6,7,6
49051,5,1,5,1
49052,1,0,1,0
49053,7,4,4,7
49054,0,3,0,3
49055,7,2,2,7
49056,1,3,1,3
49057,2,6,2,6
49058,0,3,0,3
49059,5,4,4,5
49060,0,5,5,0
49061,6,5,5,6
49062,5,4,5,4
49063,6,2,2,6
49064,7,3,7,3
49065,2,0,2,0
49066,0,4,4,0
49067,1,2,2,1
49068,5,3,5,3
49069,7,0,0,7
49070,3,1,1,3
49071,5,4,4,5
49072,2,0,0,2
49073,4,2,4,2
49074,6,1,6,1
49075,5,3,5,3
49076,6,4,4,6
49077,4,2,4,2
49078,4,2,4,2
49079,3,4,4,3
49080,5,0,5,0
49081,2,4,4,2
49082,3,6,3,6
49083,4,6,4,6
49084,4,6,4,6
49085,3,1,1,3
49086,1,3,3,1
49087,7,0,0,7
49088,4,7,4,7
49089,7,2,2,7
49090,3,6,3,6
49091,0,3,0,3
49092,5,6,5,6
49093,6,2,2,6
49094,0,5,5,0
49095,0,6,6,0
49096,6,7,6,7
49097,4,0,4,0
49098,4,2,4,2
49099,2,3,3,2
49100,4,1,1,4
49101,7,5,5,7
49102,4,0,4,0
49103,3,5,5,3
49104,2,3,2,3
49105,5,4,4,5
49106,0,7,0,7
49107,4,5,5,4
49108,0,7,7,0
49109,2,0,0,2
49110,5,7,5,7
49111,5,3,5,3
49112,3,0,0,3
49113,1,7,1,7
49114,5,4,4,5
49115,1,4,4,1
49116,5,6,5,6
49117,7,4,7,4
49118,4,7,7,4
49119,1,2,2,1
49120,2,4,4,2
49121,0,7,0,7
49122,7,6,6,7
49123,0,4,4,0
49124,2,5,2,5
49125,5,2,5,2
49126,6,0,0,6
49127,5,3,5,3
49128,2,3,2,3
49129,0,3,3,0
49130,4,0,4,0
49131,7,6,6,7
49132,4,6,4,6
49133,6,3,6,3
49134,6,7,6,7
49135,5,0,5,0
49136,7,5,5,7
49137,7,6,7,6
49138,1,2,1,2
49139,0,2,0,2
49140,1,0,0,1
49141,6,3,6,3
49142,5,3,5,3
49143,3,7,3,7
49144,1,0,0,1
49145,1,4,4,1
49146,5,2,5,2
49147,5,7,7,5
49148,3,0,3,0
49149,2,0,2,0
49150,5,0,5,0
49151,4,2,4,2
49152,2,7,2,7
49153,5,3,5,3
49154,5,0,5,0
49155,2,1,2,1
49156,4,6,4,6
49157,2,5,5,2
49158,7,6,6,7
49159,4,3,4,3
49160,7,1,7,1
49161,7,1,1,7
49162,4,1,4,1
49163,3,6,3,6
49164,7,1,1,7
49165,0,2,2,0
49166,5,3,5,3
49167,6,3,6,3
49168,3,7,3,7
49169,0,4,4,0
49170,2,6,2,6
49171,7,1,7,1
49172,5,1,5,1
49173,5,7,5,7
49174,1,6,1,6
49175,2,4,4,2
49176,4,0,4,0
49177,3,2,2,3
49178,0,4,4,0
49179,0,2,0,2
49180,6,4,4,6
49181,3,7,7,3
49182,5,3,5,3
49183,6,3,3,6
49184,2,4,2,4
49185,7,5,5,7
49186,7,2,2,7
49187,5,7,5,7
49188,0,3,0,3
49189,3,0,3,0
49190,1,7,1,7
49191,2,4,4,2
49192,2,5,5,2
49193,3,0,0,3
49194,0,7,0,7
49195,0,3,3,0
49196,2,4,4,2
49197,3,0,0,3
49198,6,2,6,2
49199,1,0,0,1
49200,0,3,0,3
49201,3,6,3,6
49202,0,5,5,0
49203,7,3,7,3
49204,3,6,6,3
49205,7,5,7,5
49206,1,0,1,0
49207,1,0,0,1
49208,5,6,5,6
49209,0,5,5,0
49210,1,7,1,7
49211,1,0,1,0
49212,7,4,4,7
49213,7,2,7,2
49214,6,7,6,7
49215,7,2,2,7
49216,0,1,1,0
49217,4,7,4,7
49218,2,6,2,6
49219,4,0,4,0
49220,2,3,2,3
49221,2,4,4,2
49222,4,7,7,4
49223,1,0,0,1
49224,1,5,1,5
49225,6,5,5,6
49226,0,4,4,0
49227,6,0,0,6
49228,6,2,2,6
49229,7,1,1,7
49230,3,6,3,6
49231,4,7,4,7
49232,0,5,0,5
49233,3,4,4,3
49234,6,7,6,7
49235,0,5,5,0
49236,6,5,5,6
49237,2,3,2,3
49238,1,6,1,6
49239,1,2,2,1
49240,6,1,6,1
49241,7,5,5,7
49242,5,2,2,5
49243,7,1,7,1
49244,5,2,5,2
49245,6,2,2,6
49246,0,3,0,3
49247,0,3,0,3
49248,5,0,5,0
49249,3,7,7,3
49250,0,5,0,5
49251,6,1,1,6
49252,3,4,4,3
49253,1,2,2,1
49254,7,6,6,7
49255,4,0,4,0
49256,7,6,6,7
49257,1,2,2,1
49258,3,6,6,3
49259,1,7,1,7
49260,7,0,7,0
49261,0,2,2,0
49262,6,2,6,2
49263,3,6,6,3
49264,3,1,1,3
49265,7,2,2,7
49266,1,7,1,7
49267,1,5,5,1
49268,2,3,3,2
49269,5,2,2,5
49270,2,4,2,4
49271,5,1,1,5
49272,5,4,4,5
49273,4,5,4,5
49274,6,7,7,6
49275,0,5,0,5
49276,5,0,0,5
49277,0,6,0,6
49278,5,0,5,0
49279,5,1,5,1
49280,5,1,5,1
49281,3,4,4,3
49282,4,0,4,0
49283,2,4,4,2
49284,5,3,5,3
49285,7,5,7,5
49286,5,3,3,5
49287,4,2,4,2
49288,4,1,4,1
49289,3,7,7,3
49290,6,5,5,6
49291,6,2,6,2
49292,2,6,6,2
49293,5,4,4,5
49294,3,4,4,3
49295,6,0,0,6
49296,2,5,5,2
49297,1,4,4,1
49298,3,4,4,3
49299,7,2,2,7
49300,1,2,1,2
49301,4,6,4,6
49302,6,4,4,6
49303,7,0,0,7
49304,3,6,6,3
49305,5,3,5,3
49306,4,7,4,7
49307,6,5,5,6
49308,0,7,7,0
49309,2,5,2,5
49310,7,2,2,7
49311,7,6,6,7
49312,7,0,0,7
49313,0,2,0,2
49314,5,4,4,5
49315,4,0,4,0
49316,6,4,4,6
49317,5,3,5,3
49318,5,7,5,7
49319,2,5,5,2
49320,1,0,0,1
49321,4,0,4,0
49322,7,1,1,7
49323,7,6,6,7
49324,6,1,1,6
49325,2,4,2,4
49326,3,5,3,5
49327,3,5,5,3
49328,0,5,0,5
49329,4,6,4,6
49330,1,6,1,6
49331,4,7,4,7
49332,1,3,1,3
49333,2,6,2,6
49334,6,7,7,6
49335,1,2,2,1
49336,6,0,0,6
49337,4,2,4,2
49338,6,2,6,2
49339,3,6,3,6
49340,3,1,1,3
49341,7,1,7,1
49342,6,4,4,6
49343,2,1,2,1
49344,2,4,2,4
49345,5,0,0,5
49346,0,2,2,0
49347,7,5,5,7
49348,3,1,1,3
49349,3,5,5,3
49350,0,2,2,0
49351,5,4,4,5
49352,0,6,0,6
49353,0,7,0,7
49354,7,4,4,7
49355,3,0,0,3
49356,5,1,5,1
49357,2,5,5,2
49358,5,7,5,7
49359,4,7,4,7
49360,1,4,4,1
49361,4,6,4,6
49362,0,3,0,3
49363,5,6,5,6
49364,2,1,2,1
49365,6,3,6,3
49366,1,6,1,6
49367,7,4,4,7
49368,7,3,7,3
49369,4,5,5,4
49370,0,7,0,7
49371,5,3,5,3
49372,4,5,4,5
49373,7,6,7,6
49374,1,0,0,1
49375,5,6,5,6
49376,0,6,6,0
49377,7,1,1,7
49378,2,0,2,0
49379,1,6,1,6
49380,6,0,6,0
49381,0,4,4,0
49382,4,3,4,3
49383,6,1,1,6
49384,7,2,7,2
49385,1,3,1,3
49386,7,0,0,7
49387,0,6,6,0
49388,1,2,1,2
49389,4,1,1,4
49390,7,6,7,6
49391,6,0,0,6
49392,4,7,4,7
49393,7,4,4,7
49394,6,4,4,6
49395,5,3,5,3
49396,6,7,6,7
49397,7,6,7,6
49398,0,3,0,3
49399,6,2,6,2
49400,7,0,7,0
49401,6,0,0,6
49402,0,7,0,7
49403,7,1,1,7
49404,6,4,4,6
49405,6,2,6,2
49406,5,7,5,7
49407,1,0,1,0
49408,5,7,5,7
49409,4,7,4,7
49410,7,3,3,7
49411,7,5,5,7
49412,1,6,1,6
49413,4,7,4,7
49414,1,7,1,7
49415,1,3,1,3
49416,2,1,2,1
49417,6,0,6,0
49418,0,1,0,1
49419,6,7,7,6
49420,1,2,2,1
49421,4,5,4,5
49422,6,4,4,6
49423,0,7,0,7
